"","Location","Peak_period","Gender","Hour","Month","Speed","inv speed","Density","Flow","log Flow","LOS","new_flow"
"7954",1,2,1,1,3,63.1161045547236,0.000251026531949352,5.88553450816882,49.999535665776,1.69896597116147,"E",45.7353051068208
"7955",3,1,1,1,1,63.1161045547236,0.000251026531949352,5.88553450816882,49.999535665776,1.69896597116147,"E",45.7353051068208
"7956",1,1,2,1,2,71.0978944495057,0.000197827435555212,3.71728546462502,50.0095811221196,1.69905321693291,"E",36.557067647511
"7957",1,1,2,1,2,67.2301963961901,0.000221243866726687,3.72226035192375,50.0254406691423,1.69919092298209,"E",35.7918545548429
"7958",3,2,2,2,2,65.9296662522155,0.00023005847967163,4.23499141252399,50.0266661102781,1.69920156148517,"E",37.363404452421
"7959",3,2,2,3,2,67.9865872550383,0.000216348315148751,3.99313684864121,50.0297598359775,1.69922841809108,"E",36.8849252001104
"7960",2,1,2,3,2,55.1130482365189,0.00032922373377678,5.99232937064485,50.0352567885737,1.69927613299211,"E",44.120047818589
"7961",1,2,2,1,3,58.1975641668695,0.000295250325002398,4.704360869741,50.0533062792271,1.69943277015497,"E",37.3948683707593
"7962",2,1,2,2,3,58.1975641668695,0.000295250325002398,4.704360869741,50.0533062792271,1.69943277015497,"E",37.3948683707593
"7963",3,1,2,3,1,58.1975641668695,0.000295250325002398,4.704360869741,50.0533062792271,1.69943277015497,"E",37.3948683707593
"7964",2,1,1,1,3,92.8819308277407,0.000115914436991266,1.02468034749222,50.0538182375198,1.69943721220967,"E",35.9799352472869
"7965",1,2,2,3,1,69.9204033561209,0.000204546545850815,4.05382166602974,50.0655185780446,1.69953871894176,"E",37.5046863160509
"7966",2,1,2,1,1,69.9204033561209,0.000204546545850815,4.05382166602974,50.0655185780446,1.69953871894176,"E",37.5046863160509
"7967",3,1,2,1,2,69.9204033561209,0.000204546545850815,4.05382166602974,50.0655185780446,1.69953871894176,"E",37.5046863160509
"7968",1,2,1,2,3,93.1683000068837,0.000115202965216599,1.05304801601021,50.0873063036623,1.6997276759516,"E",35.9348310558704
"7969",3,1,1,1,3,93.1683000068837,0.000115202965216599,1.05304801601021,50.0873063036623,1.6997276759516,"E",35.9348310558704
"7970",1,2,2,3,3,51.9009241869465,0.000371235771626454,6.52247348468257,50.0914890396226,1.69976394189274,"E",47.0018243035013
"7971",2,1,2,1,3,51.9009241869465,0.000371235771626454,6.52247348468257,50.0914890396226,1.69976394189274,"E",47.0018243035013
"7972",3,1,2,3,3,51.9009241869465,0.000371235771626454,6.52247348468257,50.0914890396226,1.69976394189274,"E",47.0018243035013
"7973",2,1,1,1,1,99.8990672230179,0.000100202171588546,1.22667284607247,50.0928862560425,1.69977605562563,"E",35.3734702721847
"7974",3,2,2,3,3,57.7983693693631,0.000299342807675076,5.38774483547961,50.0968292776252,1.69981023942398,"E",41.0079552460769
