"","Location","Peak_period","Gender","Hour","Month","Speed","inv speed","Density","Flow","log Flow","LOS","flow_1","flow_2","new_flow"
"2749",4,1,2,3,2,67.2440591698006,0.000221152654580094,3.91999264773808,27.388755711676,1.43757230243184,"C",56.9933350017805,46.4207157721059,51.7070253869432
"2750",4,2,1,2,2,88.4658488038605,0.000127775827559803,2.07664299122021,27.3987959036887,1.43773147727753,"C",56.2060261359929,46.2197747332152,51.2129004346041
"2751",3,2,1,3,1,82.5978892749055,0.000146575741943754,3.90058878212749,27.4012923664775,1.43777104655738,"C",57.3246785711609,46.6185631175011,51.971620844331
"2752",4,1,1,1,1,88.3790192882433,0.000128027022094471,1.83626563691322,27.4016229395553,1.43777628591601,"C",56.227598814613,43.3635950840884,49.7955969493507
"2753",4,1,1,1,2,70.2978794435476,0.000202355750604521,3.73182291495348,27.404837072209,1.43782722443957,"C",57.4348582115968,48.1599230618376,52.7973906367172
"2754",4,1,1,3,1,78.2144388719295,0.000163465509389484,3.22237177970657,27.4096909669851,1.43790413907508,"C",57.7109626048249,50.8606254326578,54.2857940187414
"2755",1,1,2,2,3,70.0386038052605,0.00020385672364597,3.29426935133292,27.4210251300627,1.43808368677761,"C",57.4046175540935,50.6572255927134,54.0309215734034
"2756",4,1,1,2,3,74.6783074111055,0.000179312707374557,3.13536794274028,27.4253185381597,1.43815168049695,"C",57.7425312870046,51.0286498032888,54.3855905451467
"2757",4,1,2,1,2,68.3880408388734,0.00021381574134006,3.88408443807152,27.4379381140419,1.43835147221915,"C",57.1805807772934,46.7834976903591,51.9820392338262
"2758",2,1,1,2,2,95.5060963267983,0.000109632119783845,1.34845750802735,27.4390125242501,1.43836847791715,"C",53.9551220608967,35.560462969952,44.7577925154243
"2759",4,1,1,3,2,82.7085543903508,0.000146183763878395,2.21489548198023,27.4427332160639,1.43842736365062,"C",57.309952979917,47.5667421545632,52.4383475672401
"2760",2,1,2,3,3,66.53656446746,0.000225880767274817,2.81227513046399,27.4527202251449,1.43858538413176,"C",56.8644338792146,50.9039952212127,53.8842145502136
"2761",4,2,1,3,3,61.8421424879825,0.00026147546611464,4.42066595731078,27.4684335086944,1.43883389284144,"C",55.7555507066941,39.8445114793791,47.8000310930366
"2762",4,2,1,2,1,68.1729549542459,0.000215167048327575,4.15690037295297,27.4732761954081,1.43891045223991,"C",57.1473736585174,43.662056661462,50.4047151599897
"2763",4,2,2,3,1,70.1429586255853,0.000203250601307645,3.68134430719748,27.4743596611073,1.43892757920696,"C",57.4169506633839,48.5584211206779,52.9876858920309
"2764",4,1,1,1,3,78.1686369499312,0.000163657126597335,3.09893289434651,27.4836669003731,1.43907467628982,"C",57.7129701377939,51.0736033561428,54.3932867469684
"2765",4,2,1,3,2,72.8185850329577,0.000188588639963141,3.42533856618394,27.4836677432762,1.4390746896093,"C",57.6587859880748,50.1361226092153,53.897454298645
"2766",4,1,1,1,1,82.854555365596,0.000145669026519901,2.53255098761834,27.4919066341716,1.43920486032312,"C",57.2901507073998,49.8433561165379,53.5667534119689
"2767",1,1,1,2,3,74.7636050191046,0.000178903785947161,3.13530123817005,27.4933391860889,1.439227490008,"C",57.7447132745122,51.0287458099008,54.3867295422065
"2768",1,2,1,3,2,80.2231658987284,0.000155381892369948,3.33036469171702,27.4944730194082,1.43924540006968,"C",57.5816486979182,50.5330871353915,54.0573679166548
"2769",3,1,1,1,2,80.2231658987284,0.000155381892369948,3.33036469171702,27.4944730194082,1.43924540006968,"C",57.5816486979182,50.5330871353915,54.0573679166548
"2770",4,1,2,3,2,76.9717296565498,0.000168786422537457,3.14207500302811,27.497610149709,1.43929495041589,"C",57.7505574147458,51.0187397686298,54.3846485916878
"2771",4,1,1,2,2,71.344109570103,0.000196464350134244,3.84578710421024,27.4981299258893,1.43930315963088,"C",57.5432268430479,47.1543604244658,52.3487936337569
"2772",1,2,2,3,2,69.5938049506436,0.000206470893288097,2.59770124920328,27.5048157243613,1.43940873962714,"C",57.349606649896,50.1693729027851,53.7594897763406
"2773",2,1,2,2,1,69.5938049506436,0.000206470893288097,2.59770124920328,27.5048157243613,1.43940873962714,"C",57.349606649896,50.1693729027851,53.7594897763406
"2774",3,1,2,1,2,69.5938049506436,0.000206470893288097,2.59770124920328,27.5048157243613,1.43940873962714,"C",57.349606649896,50.1693729027851,53.7594897763406
"2775",2,1,1,1,2,80.3215465931014,0.000155001490912577,3.32760256270292,27.5082327721021,1.43946269064497,"C",57.5732423504365,50.5431067997875,54.058174575112
"2776",4,1,1,1,3,97.839974288572,0.000104464165715903,1.71204000345778,27.5115123833278,1.43951446540531,"C",52.9901552307451,41.6316322175956,47.3108937241703
"2777",4,1,1,1,3,91.9036199956033,0.00011839538215313,1.9726897776686,27.5141575141063,1.439556219216,"C",55.2307487103545,45.0647225250679,50.1477356177112
