"","Location","Peak_period","Gender","Hour","Month","Speed","inv speed","Density","Flow","log Flow","LOS","log_Speed","log_Density","inv_Speed","inv_Density","sq_Speed","sq_Density","New_Flow"
"55",2,1,1,2,1,87.6089360308043,0.000130287631128081,1.08739510407079,1.60447976762669,0.205334245044184,"A",4.4728830022238,0.0837850233016605,0.0114143607411051,0.919628933638182,7675.32567244956,1.18242811235712,35.9897505673403
"56",4,2,1,2,2,42.2492637706253,0.000560223998882745,5.47100770440996,1.61002962167091,0.206833866348544,"A",3.74358692810403,1.69946282330771,0.0236690514994316,0.182781683746111,1785.00028915987,29.9319253017131,25.1026481650497
"57",2,1,1,1,1,93.7454287449084,0.000113788874210613,2.26287615883135,1.69163454540966,0.228306545431827,"A",4.5405829036074,0.816636640819612,0.0106671867992743,0.441915478271884,8788.2054105667,5.12060851020733,34.9319674304533
"58",1,2,1,1,2,93.4895489434146,0.000114412604249448,2.21700822227582,1.76658721071099,0.247135082017478,"A",4.53784965404098,0.796158639366954,0.0106963827647223,0.451058318120928,8740.29576164311,4.91512545763859,34.9363249792317
"59",3,1,1,1,1,93.4895489434146,0.000114412604249448,2.21700822227582,1.76658721071099,0.247135082017478,"A",4.53784965404098,0.796158639366954,0.0106963827647223,0.451058318120928,8740.29576164311,4.91512545763859,34.9363249792317
"60",4,1,1,2,1,70.3562021586341,0.000202020398645775,3.71805930215309,1.80715333492035,0.256995003520844,"A",4.25357094113331,1.31320183918633,0.01421338800729,0.268957517547101,4949.99518218659,13.8239649743271,36.7501599717748
"61",2,1,1,1,2,98.1859950050809,0.000103729171434381,2.51622689001355,1.85697602618023,0.268806296973575,"A",4.58686358813344,0.922760513633036,0.0101847519083374,0.397420440886638,9640.48961513777,6.33139776202726,34.8880232915062
"62",2,1,1,3,2,79.1535105352138,0.000159609831085236,3.10044582642543,1.91616897160871,0.282433803386376,"A",4.37138913828362,1.13154591612666,0.0126336784463289,0.322534259904461,6265.2782300482,9.61276432259887,35.9868327614677
"63",1,2,1,3,2,97.9793212922769,0.000104167237406608,2.41657588163389,1.93227519054861,0.286068977786453,"A",4.58475644918375,0.882351613272386,0.0102062352219909,0.4138086486752,9599.94740089522,5.83983899169461,34.839247865577
"64",3,1,1,1,2,97.9793212922769,0.000104167237406608,2.41657588163389,1.93227519054861,0.286068977786453,"A",4.58475644918375,0.882351613272386,0.0102062352219909,0.4138086486752,9599.94740089522,5.83983899169461,34.839247865577
"65",2,1,1,1,2,105.749440523708,8.94218896832487e-05,1.03068292336158,1.97300965020903,0.295129209439866,"A",4.66107252735644,0.0302216149225635,0.00945631480457629,0.970230492165808,11182.9441710773,1.06230728850917,35.6252780606276
"66",2,1,1,2,1,85.7947131543875,0.000135856038584585,2.30545911673459,1.9798428329411,0.296630715768814,"A",4.4519573863482,0.835279839579434,0.0116557298606559,0.433753083167392,7360.73280524363,5.31514173893464,35.1837578129574
"67",2,1,1,2,3,68.0847824050048,0.000215724709265459,4.92699326173725,2.04427967988588,0.310540311776762,"A",4.22075372863995,1.59472891594109,0.0146875698897217,0.202963541226237,4635.53759513685,24.2752626012043,42.0889362441717
"68",1,2,2,3,1,67.2728529046024,0.000220963382151317,3.59780073842817,2.11850082555003,0.326028637575504,"A",4.20875678089895,1.28032275279079,0.014864837104769,0.277947577618455,4525.63673792427,12.9441701534343,35.7153545141058
"69",2,1,2,3,1,67.2728529046024,0.000220963382151317,3.59780073842817,2.11850082555003,0.326028637575504,"A",4.20875678089895,1.28032275279079,0.014864837104769,0.277947577618455,4525.63673792427,12.9441701534343,35.7153545141058
"70",3,1,2,1,2,67.2728529046024,0.000220963382151317,3.59780073842817,2.11850082555003,0.326028637575504,"A",4.20875678089895,1.28032275279079,0.014864837104769,0.277947577618455,4525.63673792427,12.9441701534343,35.7153545141058
"71",2,1,1,2,2,80.4457836612316,0.000154523105095047,3.5261137082555,2.2251599147565,0.347361227721755,"A",4.38758346263342,1.26019633196833,0.0124307322831379,0.283598341612964,6471.52410886968,12.4334778835474,37.040464966271
"72",1,2,2,2,2,78.9710800646843,0.000160348109676411,2.04725898966827,2.24287850157976,0.350805748160483,"A",4.36908171031459,0.716501820253046,0.0126628634074767,0.488457984576752,6236.43148658278,4.19126937077754,35.1511181198718
"73",2,1,2,2,2,78.9710800646843,0.000160348109676411,2.04725898966827,2.24287850157976,0.350805748160483,"A",4.36908171031459,0.716501820253046,0.0126628634074767,0.488457984576752,6236.43148658278,4.19126937077754,35.1511181198718
"74",3,1,2,1,2,78.9710800646843,0.000160348109676411,2.04725898966827,2.24287850157976,0.350805748160483,"A",4.36908171031459,0.716501820253046,0.0126628634074767,0.488457984576752,6236.43148658278,4.19126937077754,35.1511181198718
"75",1,1,2,2,1,42.0653930723627,0.00056513225716872,5.59189065829676,2.244791177797,0.351175946876725,"A",3.73922538536332,1.721317451503,0.0237725105356738,0.178830392278198,1769.49729433238,31.2692411343466,25.7228812801912
"76",2,1,1,2,2,86.1029910267457,0.000134884958829851,3.39505209793987,2.25890721221669,0.353898392031518,"A",4.45554414981689,1.22231910638331,0.0116139983997696,0.294546290057464,7413.72506375185,11.5263787477259,36.6711266970618
"77",1,2,1,2,1,78.1094560188295,0.000163905215645,3.90198015191154,2.2875061595258,0.359362272156831,"A",4.35811112530183,1.36148415554307,0.0128025472326799,0.256280134974574,6101.08711955746,15.2254491059116,38.2138815289636
"78",3,1,1,2,1,78.1094560188295,0.000163905215645,3.90198015191154,2.2875061595258,0.359362272156831,"A",4.35811112530183,1.36148415554307,0.0128025472326799,0.256280134974574,6101.08711955746,15.2254491059116,38.2138815289636
"79",1,2,1,3,2,70.3534673611097,0.000202036104925649,4.11100294187861,2.29813615033448,0.3613757543729,"A",4.25353206963949,1.41366702352692,0.0142139405136524,0.24324964349041,4949.61036973073,16.9003451881346,38.2442323109232
"80",3,1,1,1,2,70.3534673611097,0.000202036104925649,4.11100294187861,2.29813615033448,0.3613757543729,"A",4.25353206963949,1.41366702352692,0.0142139405136524,0.24324964349041,4949.61036973073,16.9003451881346,38.2442323109232
"81",1,2,1,3,3,85.7533354068421,0.00013598717687944,3.3478261634539,2.33504868657482,0.368295940187078,"A",4.45147498216238,1.2083112287744,0.0116613539899722,0.298701291876014,7353.63453339836,11.2079400207065,36.5585801852918
"82",3,1,1,1,2,85.7533354068421,0.00013598717687944,3.3478261634539,2.33504868657482,0.368295940187078,"A",4.45147498216238,1.2083112287744,0.0116613539899722,0.298701291876014,7353.63453339836,11.2079400207065,36.5585801852918
"83",2,1,1,2,1,78.4971909474244,0.000162290003174194,3.91491589368135,2.35398060225571,0.371802879761445,"A",4.36306284003885,1.36479384611656,0.0127393093680228,0.255433329133327,6161.80898663641,15.3265664545988,38.2798677595779
"84",2,1,1,1,2,70.829106102773,0.000199331749426768,4.066342161179,2.3645883628344,0.37375554790287,"A",4.26027001936644,1.4027438634558,0.0141184896297999,0.245921262983452,5016.76227131788,16.5351385717819,38.1366614516497
"85",4,1,2,3,1,77.0044985509751,0.000168642800600266,3.25184915134508,2.39021717294622,0.378437362340294,"A",4.34386384288708,1.17922380418443,0.0129862542944556,0.30751733966084,5929.69279708713,10.5745229031037,36.2011876492138
"86",4,1,1,1,1,84.0576615170531,0.000141528985129115,2.75270884636507,2.41328752532562,0.382609067960722,"A",4.43150300997817,1.01258546189166,0.0118965955268352,0.363278521562675,7065.69045971547,7.57740599285652,35.5109191463777
"87",2,1,1,1,3,102.776755901364,9.4669523123093e-05,1.13811081796899,2.55622851789074,0.407599675629867,"A",4.63255921754546,0.129369710549162,0.00972982646932066,0.878649059662349,10563.0615536086,1.29529623397804,35.4970302967199
"88",1,2,1,2,2,89.0201632015546,0.000126189502370804,2.75028018230103,2.59222209609388,0.413672208223198,"A",4.48886289689938,1.01170279096171,0.0112334100953719,0.363599318511377,7924.58945643141,7.56404108115779,35.40284788914
"89",3,1,1,2,1,89.0201632015546,0.000126189502370804,2.75028018230103,2.59222209609388,0.413672208223198,"A",4.48886289689938,1.01170279096171,0.0112334100953719,0.363599318511377,7924.58945643141,7.56404108115779,35.40284788914
"90",1,2,1,2,1,100.52084301387,9.89663961440994e-05,0.153239806750476,2.59358291085859,0.413900135943572,"A",4.61036509916898,-1.87575122024109,0.00994818557044949,6.52571953205556,10104.4398802191,0.0234824383729232,34.1272923688013
"91",3,1,1,3,3,100.52084301387,9.89663961440994e-05,0.153239806750476,2.59358291085859,0.413900135943572,"A",4.61036509916898,-1.87575122024109,0.00994818557044949,6.52571953205556,10104.4398802191,0.0234824383729232,34.1272923688013
"92",1,2,1,2,2,102.615315057244,9.49676374975152e-05,1.08128744940889,2.63299307578815,0.420449717005441,"A",4.63098719116086,0.0781524139556231,0.00974513404204966,0.924823459799402,10529.9028842974,1.16918254824918,35.5661361795191
"93",3,1,1,1,3,102.615315057244,9.49676374975152e-05,1.08128744940889,2.63299307578815,0.420449717005441,"A",4.63098719116086,0.0781524139556231,0.00974513404204966,0.924823459799402,10529.9028842974,1.16918254824918,35.5661361795191
"94",2,1,1,1,1,89.2808744409425,0.000125453600372699,2.78954282871484,2.65805929411939,0.424564664650972,"A",4.49178729295043,1.02587772173096,0.0112006071430391,0.358481680118425,7971.07454093934,7.78154919323439,35.4410958622285
"95",2,1,1,3,3,100.651029083451,9.8710547517784e-05,0.194030849362178,2.65941726304672,0.424786483560079,"A",4.6116593764096,-1.63973811522991,0.00993531818905585,5.15381962861689,10130.6296555577,0.0376479705042082,34.5972830019986
"96",2,1,1,3,2,97.8927313842926,0.000104351598810552,0.554787195143577,2.67650922103458,0.427568743941209,"A",4.58387230147159,-0.58917067093835,0.0102152630318828,1.80249293558624,9582.98685787727,0.307788831895277,35.9966022330507
"97",1,2,1,3,2,96.8001162293274,0.000106720596118343,1.15360102070268,2.75510542527783,0.440138221968349,"A",4.572648194998,0.142888372345902,0.0103305661083187,0.866850828019276,9370.26250201129,1.33079531496627,35.6047054066556
"98",3,1,1,2,2,96.8001162293274,0.000106720596118343,1.15360102070268,2.75510542527783,0.440138221968349,"A",4.572648194998,0.142888372345902,0.0103305661083187,0.866850828019276,9370.26250201129,1.33079531496627,35.6047054066556
"99",1,2,1,1,3,68.8340869528267,0.000211053659945864,4.0854148406394,2.77369675875384,0.44305897901606,"A",4.23169907214026,1.407423275332,0.0145276859804259,0.244773184366142,4738.13152662931,16.6906144201167,37.8433772835015
"100",3,1,1,3,1,68.8340869528267,0.000211053659945864,4.0854148406394,2.77369675875384,0.44305897901606,"A",4.23169907214026,1.407423275332,0.0145276859804259,0.244773184366142,4738.13152662931,16.6906144201167,37.8433772835015
"101",2,1,1,2,3,87.626252771267,0.000130236141212879,2.50212800099439,2.79138136328154,0.445819174594809,"A",4.47308064221423,0.917141570206298,0.0114121050298742,0.399659809411262,7678.36017473398,6.26064453336018,35.2252819037407
"102",2,1,1,1,3,71.5246777692731,0.000195473630975712,4.60300628886534,2.79213509033481,0.44593642669026,"A",4.2700425337778,1.52670963108778,0.0139811884679276,0.217249322995495,5115.77952999835,21.1876668953339,40.8327027196317
"103",1,2,1,1,1,75.3789008516992,0.000175995028127183,4.11124201544698,2.80880009197569,0.448520830678504,"A",4.32252740630125,1.41372517639628,0.013266311775591,0.243235498236967,5681.9786936103,16.9023109095765,38.8811377426088
"104",3,1,1,3,1,75.3789008516992,0.000175995028127183,4.11124201544698,2.80880009197569,0.448520830678504,"A",4.32252740630125,1.41372517639628,0.013266311775591,0.243235498236967,5681.9786936103,16.9023109095765,38.8811377426088
"105",2,1,1,1,2,96.9708250351745,0.000106345181971333,1.16216253616108,2.82060198953104,0.450341807904608,"A",4.57441016042891,0.150282524862309,0.010312380034276,0.860464839370279,9403.34090800242,1.35062176045635,35.5891222546232
"106",2,1,1,1,1,69.3219612836566,0.000208093405269467,4.02525337561565,2.8391544434232,0.453189017781967,"A",4.23876175763321,1.39258785935274,0.0144254429834743,0.248431566086707,4805.53431621279,16.2026647379052,37.6938849541007
"107",1,2,1,3,3,109.492571830842,8.34124132632273e-05,0.734217345012326,2.86481721744731,0.457096918105735,"A",4.69585670979425,-0.308950183828629,0.00913303965080779,1.36199451946101,11988.6232861321,0.539075109716949,35.9820038888421
"108",3,1,1,2,2,109.492571830842,8.34124132632273e-05,0.734217345012326,2.86481721744731,0.457096918105735,"A",4.69585670979425,-0.308950183828629,0.00913303965080779,1.36199451946101,11988.6232861321,0.539075109716949,35.9820038888421
"109",2,1,1,2,1,75.7921344396155,0.000174081140983808,4.11258541090985,2.87418436593521,0.458514622719648,"A",4.32799451997673,1.41405188448612,0.0131939812408465,0.2431560442118,5744.44764291275,16.9133587620285,38.9200089223481
"110",1,2,2,3,3,29.4619760948849,0.00115206306762038,6.74377598619679,2.88450396329316,0.460071140012888,"A",3.38310048600435,1.90862000339176,0.0339420545580314,0.148284878093046,868.008035415569,45.4785145520045,2.48898190315006
"111",2,1,2,1,3,29.4619760948849,0.00115206306762038,6.74377598619679,2.88450396329316,0.460071140012888,"A",3.38310048600435,1.90862000339176,0.0339420545580314,0.148284878093046,868.008035415569,45.4785145520045,2.48898190315006
"112",3,1,2,1,3,29.4619760948849,0.00115206306762038,6.74377598619679,2.88450396329316,0.460071140012888,"A",3.38310048600435,1.90862000339176,0.0339420545580314,0.148284878093046,868.008035415569,45.4785145520045,2.48898190315006
"113",4,1,2,3,3,68.4091532083089,0.000213683786473404,3.7781330461918,2.88468793205028,0.460098837693095,"A",4.22550663451049,1.32922998449731,0.0146179268869906,0.264680991318704,4679.81224267788,14.2742893147265,36.5706420955071
"114",2,1,1,1,2,109.518090407689,8.33735462946086e-05,0.832108250481139,2.93008434421406,0.466880121958045,"A",4.69608974481366,-0.183792737872969,0.00913091158070258,1.20176671655615,11994.2121265467,0.692404140518782,35.9155989409245
"115",1,2,1,2,3,82.6672149141936,0.000146330004954311,3.18406258253404,3.04127607648498,0.483055845679108,"A",4.41482308950142,1.15815792310745,0.012096693967953,0.314064178727338,6833.86842166947,10.1382545294933,36.2129409258639
"116",3,1,1,3,3,82.6672149141936,0.000146330004954311,3.18406258253404,3.04127607648498,0.483055845679108,"A",4.41482308950142,1.15815792310745,0.012096693967953,0.314064178727338,6833.86842166947,10.1382545294933,36.2129409258639
"117",2,1,1,1,1,77.79268098933,0.000165242791140691,4.75112039817278,3.10285538977489,0.491761535530584,"A",4.35404735207177,1.55838046353235,0.0128546797369943,0.210476669962855,6051.70121550766,22.5731450379335,42.275301173592
"118",2,1,1,1,3,82.9952925955436,0.000145175416037659,3.19292386720098,3.10617417931838,0.49222580522251,"A",4.41878389047186,1.16093706979069,0.0120488761317253,0.313192560045797,6888.21859301989,10.1947628217417,36.2316335679998
"119",1,2,2,1,3,84.9737782495246,0.000138493739513084,2.30132885025223,3.24478940154207,0.511186514783165,"A",4.44234271771506,0.833486717074719,0.0117683363103322,0.4345315533199,7220.54298999938,5.29611447700325,35.1962325950463
"120",2,1,2,1,1,84.9737782495246,0.000138493739513084,2.30132885025223,3.24478940154207,0.511186514783165,"A",4.44234271771506,0.833486717074719,0.0117683363103322,0.4345315533199,7220.54298999938,5.29611447700325,35.1962325950463
