"","Comment","Age","...3","Sex","Trap length (m)","Start time","Finish Time","Time (s)","(Mean Speed m/s)","(Mean Speed m/min)","Pedestrian Density (Peds/m2)","Pedestrian Density (Peds/m2) b","Pedestrian Flow (peds/m/s)","Pedestrian Flow (peds/m/min)"
"194",NA,"Adult",24,"F",4.2,42.438,45.937,3.499,1.20034295513004,72.0205773078023,4,0.317460317460317,22,29.3333333333333
"195",NA,"Adult",371,"M",4.2,21.955,24.957,3.002,1.39906728847435,83.944037308461,3,0.238095238095238,23,30.6666666666667
"196",NA,"Adult",160,"F",4.2,17.668,21.167,3.499,1.20034295513004,72.0205773078022,4,0.317460317460317,33,44
"197",NA,"Adult",15,"M",4.2,5.078,8.078,3,1.4,84,3,0.238095238095238,22,29.3333333333333
"198",NA,"Adult",170,"M",4.2,52.653,55.905,3.252,1.29151291512915,77.490774907749,4,0.317460317460317,33,44
"199",NA,"Adult",232,"M",4.2,56.633,59.618,2.985,1.4070351758794,84.4221105527638,3,0.238095238095238,34,45.3333333333333
"200",NA,"Adult",20,"M",4.2,50.186,52.687,2.501,1.67932826869252,100.759696121551,1,0.0793650793650794,22,29.3333333333333
"201",NA,"Adult",237,"M",4.2,18.6,22.058,3.458,1.21457489878543,72.8744939271255,4,0.317460317460317,37,49.3333333333333
"202",NA,"Adult",314,"M",4.2,29.694,32.705,3.011,1.3948854201262,83.6931252075723,3,0.238095238095238,29,38.6666666666667
"203",NA,"Adult",151,"M",4.2,30.143,33.142,2.999,1.40046682227409,84.0280093364454,3,0.238095238095238,31,41.3333333333333
"204",NA,"Adult",354,"M",4.2,42.958,45.956,2.998,1.40093395597065,84.0560373582387,3,0.238095238095238,20,26.6666666666667
"205",NA,"Adult",96,"M",4.2,56.514,59.014,2.5,1.68,100.8,1,0.0793650793650794,36,48
"206",NA,"Adult",349,"F",4.2,16.181,19.432,3.251,1.29191018148262,77.5146108889573,4,0.317460317460317,20,26.6666666666667
"207",NA,"Adult",156,"F",4.2,1.545,4.798,3.253,1.29111589302183,77.4669535813096,4,0.317460317460317,33,44
"208",NA,"Adult",347,"M",4.2,14.244,17.74,3.496,1.20137299771167,72.0823798627003,4,0.317460317460317,20,26.6666666666667
"209",NA,"Adult",226,"F",4.2,23.857,27.377,3.52,1.19318181818182,71.5909090909091,4,0.317460317460317,34,45.3333333333333
"210",NA,"Adult",125,"F",4.2,56.367,60.617,4.25,0.988235294117647,59.2941176470588,6,0.476190476190476,40,53.3333333333333
"211",NA,"Adult",179,"M",4.2,60.435,62.836,2.401,1.74927113702624,104.956268221575,1,0.0793650793650794,35,46.6666666666667
"212",NA,"Adult",83,"M",4.2,55.627,58.874,3.247,1.29350169387127,77.6101016322759,4,0.317460317460317,30,40
"213",NA,"Adult",72,"M",4.2,48.334,51.333,2.999,1.40046682227409,84.0280093364456,3,0.238095238095238,30,40
"214",NA,"Adult",275,"M",4.2,26.259,29.259,3,1.4,84,3,0.238095238095238,44,58.6666666666667
"215",NA,"Adult",301,"M",4.2,37.939,41.69,3.751,1.11970141295655,67.1820847773927,5,0.396825396825397,21,28
"216",NA,"Adult",172,"F",4.2,32.115,35.247,3.132,1.34099616858238,80.4597701149426,3,0.238095238095238,33,44
"217",NA,"Adult",134,"M",4.2,30.518,33.017,2.499,1.68067226890756,100.840336134454,1,0.0793650793650794,40,53.3333333333333
"218",NA,"Adult",328,"M",4.2,37.522,40.524,3.002,1.39906728847435,83.944037308461,3,0.238095238095238,29,38.6666666666667
"219",NA,"Adult",27,"F",4.2,9.273,12.278,3.005,1.39767054908486,83.8602329450915,3,0.238095238095238,22,29.3333333333333
"220",NA,"Adult",65,"M",4.2,12.793,16.292,3.499,1.20034295513004,72.0205773078022,4,0.317460317460317,30,40
"221",NA,"Adult",127,"F",4.2,64.838,68.587,3.74900000000001,1.12029874633235,67.2179247799412,5,0.396825396825397,40,53.3333333333333
"222",NA,"Adult",277,"M",4.2,31.348,34.516,3.168,1.32575757575758,79.5454545454546,4,0.317460317460317,44,58.6666666666667
"223",NA,"Adult",291,"M",4.2,23.44,25.938,2.498,1.68134507606085,100.880704563651,1,0.0793650793650794,44,58.6666666666667
"224",NA,"Adult",279,"M",4.2,33.824,36.418,2.594,1.61912104857363,97.1472629144178,2,0.158730158730159,44,58.6666666666667
"225",NA,"Adult",17,"M",4.2,38.197,41.443,3.246,1.29390018484289,77.6340110905731,4,0.317460317460317,22,29.3333333333333
"226",NA,"Adult",33,"F",4.2,43.397,46.898,3.501,1.19965724078834,71.9794344473007,4,0.317460317460317,22,29.3333333333333
"227",NA,"Adult",244,"M",4.2,32.977,36.224,3.247,1.29350169387127,77.6101016322759,4,0.317460317460317,37,49.3333333333333
"228",NA,"Adult",149,"M",4.2,12.393,15.394,3.001,1.39953348883705,83.9720093302233,3,0.238095238095238,31,41.3333333333333
"229",NA,"Adult",155,"F",4.2,1.294,4.816,3.522,1.19250425894378,71.5502555366269,4,0.317460317460317,31,41.3333333333333
"230",NA,"Adult",54,"M",4.2,46.893,50.92,4.027,1.04296001986591,62.5776011919543,5,0.396825396825397,28,37.3333333333333
"231",NA,"Adult",181,"F",4.2,5.595,8.365,2.77,1.51624548736462,90.9747292418772,2,0.158730158730159,35,46.6666666666667
"232",NA,"Adult",150,"F",4.2,15.394,18.146,2.752,1.52616279069767,91.5697674418604,2,0.158730158730159,31,41.3333333333333
"233",NA,"Adult",73,"M",4.2,49.022,51.772,2.75,1.52727272727273,91.6363636363636,2,0.158730158730159,30,40
"234",NA,"Adult",316,"F",4.2,46.023,49.024,3.001,1.39953348883706,83.9720093302233,3,0.238095238095238,29,38.6666666666667
"235",NA,"Adult",126,"F",4.2,60.837,64.338,3.50099999999999,1.19965724078835,71.979434447301,4,0.317460317460317,40,53.3333333333333
"236",NA,"Adult",104,"M",4.2,36.878,40.293,3.415,1.2298682284041,73.792093704246,4,0.317460317460317,36,48
"237",NA,"Adult",89,"M",4.2,39.832,42.582,2.75,1.52727272727273,91.6363636363636,2,0.158730158730159,36,48
"238",NA,"Adult",369,"M",4.2,13.746,16.503,2.757,1.5233949945593,91.4036996735582,2,0.158730158730159,23,30.6666666666667
"239",NA,"Adult",85,"M",4.2,6.004,9.004,3,1.4,84,3,0.238095238095238,36,48
"240",NA,"Adult",216,"M",4.2,57.476,60.499,3.023,1.38934832947403,83.3608997684419,3,0.238095238095238,34,45.3333333333333
"241",NA,"Adult",144,"M",4.2,21.283,24.534,3.251,1.29191018148262,77.5146108889573,4,0.317460317460317,31,41.3333333333333
"242",NA,"Adult",70,"F",4.2,44.692,48.195,3.503,1.19897230944904,71.9383385669426,4,0.317460317460317,30,40
"243",NA,"Adult",228,"F",4.2,43.726,46.984,3.258,1.28913443830571,77.3480662983425,4,0.317460317460317,34,45.3333333333333
"244",NA,"Adult",338,"M",4.2,28.14,31.12,2.98,1.40939597315436,84.5637583892617,3,0.238095238095238,20,26.6666666666667
"245",NA,"Adult",184,"F",4.2,18.113,21.363,3.25,1.29230769230769,77.5384615384615,4,0.317460317460317,35,46.6666666666667
"246",NA,"Adult",133,"F",4.2,18.016,21.518,3.502,1.19931467732724,71.9588806396344,4,0.317460317460317,40,53.3333333333333
"247",NA,"Adult",303,"M",4.2,57.941,60.438,2.497,1.68201842210653,100.921105326392,1,0.0793650793650794,21,28
"248",NA,"Adult",255,"F",4.2,52.337,55.836,3.499,1.20034295513004,72.0205773078023,4,0.317460317460317,37,49.3333333333333
"249",NA,"Adult",346,"M",4.2,7.535,10.762,3.227,1.30151843817787,78.0911062906725,4,0.317460317460317,20,26.6666666666667
"250",NA,"Adult",39,"M",4.2,36.116,38.617,2.501,1.67932826869252,100.759696121551,1,0.0793650793650794,22,29.3333333333333
"251",NA,"Adult",240,"M",4.2,33.685,35.937,2.252,1.86500888099468,111.900532859681,1,0.0793650793650794,37,49.3333333333333
"252",NA,"Adult",53,"F",4.2,44.692,48.44,3.748,1.12059765208111,67.2358591248666,5,0.396825396825397,28,37.3333333333333
"253",NA,"Adult",198,"M",4.2,47.648,51.399,3.751,1.11970141295655,67.1820847773927,5,0.396825396825397,35,46.6666666666667
"254",NA,"Adult",377,"F",4.2,45.068,48.067,2.999,1.40046682227409,84.0280093364454,3,0.238095238095238,19,25.3333333333333
"255","Old man!","Adult",305,"M",4.2,15.784,20.537,4.753,0.883652430044183,53.019145802651,6,0.476190476190476,21,28
"256",NA,"Adult",9,"M",4.2,8.996,11.997,3.001,1.39953348883705,83.9720093302233,3,0.238095238095238,17,22.6666666666667
"257",NA,"Adult",101,"F",4.2,30.268,34.517,4.249,0.988467874794069,59.3080724876441,6,0.476190476190476,36,48
"258",NA,"Adult",299,"M",4.2,15.687,18.689,3.002,1.39906728847435,83.944037308461,3,0.238095238095238,21,28
"259",NA,"Adult",308,"F",4.2,32.547,35.547,3,1.4,84,3,0.238095238095238,21,28
"260",NA,"Adult",22,"F",4.2,27.687,30.437,2.75,1.52727272727273,91.6363636363636,2,0.158730158730159,22,29.3333333333333
"261",NA,"Adult",333,"M",4.2,58.479,61.475,2.996,1.4018691588785,84.1121495327102,3,0.238095238095238,20,26.6666666666667
"262",NA,"Adult",52,"M",4.2,35.946,38.95,3.004,1.39813581890812,83.8881491344872,3,0.238095238095238,28,37.3333333333333
"263",NA,"Adult",117,"F",4.2,47.837,51.085,3.248,1.29310344827586,77.5862068965518,4,0.317460317460317,40,53.3333333333333
"264",NA,"Adult",307,"F",4.2,25.31,28.778,3.468,1.21107266435986,72.6643598615917,4,0.317460317460317,21,28
"265",NA,"Adult",43,"F",4.2,10.959,14.465,3.506,1.19794637763833,71.8767826583001,4,0.317460317460317,28,37.3333333333333
"266",NA,"Adult",211,"F",4.2,42.581,46.103,3.522,1.19250425894378,71.5502555366269,4,0.317460317460317,34,45.3333333333333
"267",NA,"Adult",128,"M",4.2,60.897,63.647,2.75,1.52727272727273,91.6363636363636,2,0.158730158730159,40,53.3333333333333
"268",NA,"Adult",247,"M",4.2,12.475,15.222,2.747,1.52894066254095,91.7364397524572,2,0.158730158730159,37,49.3333333333333
"269",NA,"Adult",2,"M",4.2,21.428,24.427,2.999,1.40046682227409,84.0280093364455,3,0.238095238095238,17,22.6666666666667
"270",NA,"Adult",261,"F",4.2,32.519,35.017,2.498,1.68134507606085,100.880704563651,1,0.0793650793650794,44,58.6666666666667
"271",NA,"Adult",361,"M",4.2,30.074,33.074,3,1.4,84.0000000000001,3,0.238095238095238,23,30.6666666666667
"272",NA,"Adult",366,"M",4.2,56.284,59.284,3,1.4,84,3,0.238095238095238,23,30.6666666666667
"273",NA,"Adult",282,"F",4.2,39.678,41.925,2.247,1.86915887850467,112.14953271028,1,0.0793650793650794,44,58.6666666666667
"274",NA,"Adult",167,"M",4.2,44.171,46.925,2.754,1.52505446623094,91.5032679738563,2,0.158730158730159,33,44
"275",NA,"Adult",297,"M",4.2,8.077,11.104,3.027,1.38751238850347,83.2507433102082,3,0.238095238095238,21,28
"276",NA,"Adult",61,"F",4.2,5.599,9.099,3.5,1.2,72,4,0.317460317460317,28,37.3333333333333
"277",NA,"Adult",19,"F",4.2,44.437,47.438,3.001,1.39953348883705,83.9720093302231,3,0.238095238095238,22,29.3333333333333
"278",NA,"Adult",309,"F",4.2,43.548,47.549,4.001,1.0497375656086,62.9842539365159,5,0.396825396825397,21,28
"279",NA,"Adult",48,"M",4.2,9.038,11.561,2.523,1.66468489892985,99.8810939357907,2,0.158730158730159,28,37.3333333333333
"280",NA,"Adult",276,"M",4.2,30.503,33.007,2.504,1.67731629392971,100.638977635783,1,0.0793650793650794,44,58.6666666666667
"281",NA,"Adult",180,"M",4.2,5.346,8.091,2.745,1.53005464480874,91.8032786885246,2,0.158730158730159,35,46.6666666666667
"282",NA,"Adult",321,"M",4.2,46.684,49.436,2.752,1.52616279069767,91.5697674418604,2,0.158730158730159,29,38.6666666666667
"283",NA,"Adult",196,"M",4.2,40.622,44.148,3.526,1.19115144639818,71.469086783891,4,0.317460317460317,35,46.6666666666667
"284",NA,"Adult",107,"F",4.2,57.745,61.505,3.76000000000001,1.11702127659574,67.0212765957446,5,0.396825396825397,36,48
"285",NA,"Adult",229,"F",4.2,45.725,49.989,4.264,0.984990619136962,59.0994371482177,6,0.476190476190476,34,45.3333333333333
"286",NA,"Adult",26,"F",4.2,5.025,8.027,3.002,1.39906728847435,83.944037308461,3,0.238095238095238,22,29.3333333333333
"287",NA,"Adult",41,"M",4.2,1.318,4.341,3.023,1.38934832947403,83.3608997684419,3,0.238095238095238,28,37.3333333333333
"288",NA,"Adult",44,"M",4.2,32.981,35.98,2.999,1.40046682227409,84.0280093364456,3,0.238095238095238,28,37.3333333333333
"289",NA,"Adult",157,"M",4.2,59.895,62.395,2.5,1.68,100.8,1,0.0793650793650794,33,44
"290",NA,"Adult",169,"M",4.2,50.564,53.567,3.003,1.3986013986014,83.9160839160839,3,0.238095238095238,33,44
"291",NA,"Adult",257,"M",4.2,59.516,61.769,2.253,1.8641810918775,111.85086551265,1,0.0793650793650794,37,49.3333333333333
"292",NA,"Adult",223,"F",4.2,14.409,17.156,2.747,1.52894066254095,91.7364397524573,2,0.158730158730159,34,45.3333333333333
"293",NA,"Adult",380,"F",4.2,30.148,33.907,3.759,1.11731843575419,67.0391061452515,5,0.396825396825397,19,25.3333333333333
"294",NA,"Adult",294,"M",4.2,1.356,4.814,3.458,1.21457489878543,72.8744939271255,4,0.317460317460317,21,28
"295",NA,"Adult",290,"M",4.2,21.479,24.477,2.998,1.40093395597065,84.0560373582388,3,0.238095238095238,44,58.6666666666667
"296",NA,"Adult",210,"M",4.2,39.799,43.05,3.251,1.29191018148262,77.5146108889573,4,0.317460317460317,34,45.3333333333333
"297",NA,"Adult",271,"F",4.2,23.86,26.359,2.499,1.68067226890756,100.840336134454,1,0.0793650793650794,44,58.6666666666667
"298",NA,"Adult",57,"F",4.2,51.217,55.054,3.837,1.09460516028147,65.6763096168881,5,0.396825396825397,28,37.3333333333333
"299",NA,"Adult",205,"M",4.2,44.018,47.019,3.001,1.39953348883706,83.9720093302233,3,0.238095238095238,35,46.6666666666667
"300",NA,"Adult",6,"M",4.2,52.175,55.676,3.501,1.19965724078834,71.9794344473007,4,0.317460317460317,17,22.6666666666667
"301",NA,"Adult",324,"F",4.2,1.458,4.707,3.249,1.2927054478301,77.5623268698061,4,0.317460317460317,29,38.6666666666667
